year,data,quarter,sex,length,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
2017,landings,3,female,55,,,,,,,,1,,,,,,,1,,,,,,,,,,,
2017,landings,3,female,56,,,,,,,,1,,,,,,,,,,,,1,,,,,,
2017,landings,3,female,59,,,,,,,,,,,,1,,,,,,,,,,,,,,
2017,landings,3,male,25,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,26,,,2,,,,,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,27,1,5,,,1,,,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,28,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,29,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,30,,,3,4,3,,,,1,,,,,,,,,,,,,,,,,
2017,landings,3,male,31,,,3,4,4,1,1,,2,,,,,,,,,,,,,,,,,
2017,landings,3,male,32,,,1,6,1,2,3,,,1,,,,,,,,,,,,,,,,
2017,landings,3,male,33,,,,1,,2,1,,,1,1,,,,,,,,,,,,,,,
2017,landings,3,male,34,,,,2,2,2,1,1,,,1,,,,,,,,,,,,,,,
2017,landings,3,male,35,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,36,,,,,1,2,1,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,37,,,,,1,,1,,1,,,,,,,,,,,,,,,,,
2017,landings,3,male,38,,,,,,1,,,,,,,,,,,,,,,,,,,,
2017,landings,3,male,41,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,24,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,25,,,1,,,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,27,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,28,,1,1,3,,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,29,,1,1,5,3,2,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,30,,,2,8,1,3,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,31,,,2,3,6,2,,1,,,,,,,,,,,,,,,,,,
2017,landings,4,male,32,,,,4,6,5,2,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,33,,1,,5,2,3,1,1,,,,,,,,,,,,,,,,,,
2017,landings,4,male,34,,1,,3,5,5,2,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,35,,,2,2,2,5,3,1,,,,,,,,,,,,,,,,,,
2017,landings,4,male,36,,,,1,3,2,3,1,,,,,,,,,,,,,,,,,,
2017,landings,4,male,37,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,
2017,landings,4,male,38,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,39,,,,,,1,,1,,,,,,,,,,,,,,,,,,
2017,landings,4,male,40,,,,,,1,,1,,,,,,,,,,,,,,,,,,
2017,landings,4,male,41,,,,,,,3,,,,,,,,,,,,,,,,,,,
2017,landings,4,male,42,,,,,,1,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,25,,1,,,,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,27,,,3,,,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,28,,,3,3,1,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,29,,,1,5,9,,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,30,,,2,10,7,1,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,31,,,4,8,9,1,,1,,,,,,,,,,,,,,,,,,
2017,landings,4,female,32,,3,4,10,7,1,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,33,,,2,14,6,2,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,34,,1,1,10,13,2,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,35,,,1,8,13,3,1,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,36,,1,3,9,7,4,3,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,37,,,1,4,9,10,1,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,38,,,,7,6,10,,,,,,,,,,,,,,,,,,,,
2017,landings,4,female,39,,,1,8,4,4,2,1,,,,,,,,,,,,,,,,,,
2017,landings,4,female,40,,,,4,1,7,6,4,,,,,,,,,,,,,,,,,,
2017,landings,4,female,41,,,,1,4,6,5,3,1,,,,,,,,,,,,,,,,,
2017,landings,4,female,42,,,,2,2,6,3,2,,1,,,,,,,,,,,,,,,,
2017,landings,4,female,43,,,,1,2,5,3,4,,,1,,,,,,,,,,,,,,,
2017,landings,4,female,44,,,,1,,3,4,2,1,,,,,,,,,,,,,,,,,
2017,landings,4,female,45,,,,,,2,5,2,2,2,,,,,,,,,,,,,,,,
2017,landings,4,female,46,,,,,,2,1,3,4,1,,,,,,,,,,,,,,,,
2017,landings,4,female,47,,,,,,1,4,1,3,,,,,,,,,,,,,,,,,
2017,landings,4,female,48,,,,,,,3,4,,,,,,,,,,,,,,,,,,
2017,landings,4,female,49,,,,,1,1,1,4,1,,3,,,,,,,,,,,,,,,
2017,landings,4,female,50,,,,,,,2,2,1,1,,1,,,,,,,,,,,,,,
2017,landings,4,female,51,,,,,,,1,3,2,1,1,,,,,,,,,,,,,,,
2017,landings,4,female,52,,,,,,,3,,,1,,,,,,,,,,,,,,,,
2017,landings,4,female,53,,,,,,,,1,3,1,,,,,,,,,,,,,,,,
2017,landings,4,female,54,,,,,,,,1,1,,,,,,,,,,,,,,,,,
2017,landings,4,female,55,,,,,,,,,,,1,,,,,,,,,,,,,,,
2017,landings,4,female,58,,,,,,,,,,1,,,,,,,,,,,,,,,,
2017,landings,4,female,59,,,,,,,,,,1,,,,,,,,,,,,,,,,
2017,landings,4,female,65,,,,,,,,,,,,1,,,,,,,,,,,,,,
2017,discards,all,all,17,,1,,,,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,18,,2,,,,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,19,,5,,,,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,20,,7,1,1,,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,21,,5,5,,,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,22,1,6,8,1,,,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,23,,5,9,5,2,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,24,,11,10,8,1,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,25,,7,15,12,1,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,26,,6,13,15,,2,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,27,,5,9,16,1,,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,28,,2,10,22,2,2,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,29,,2,9,18,2,2,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,30,,,8,15,5,1,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,31,,1,5,17,3,2,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,32,,,1,7,2,2,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,33,,,,3,,3,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,34,,,,3,,1,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,35,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2017,discards,all,all,36,,,,,1,,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,37,,,,,,,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,38,,,,,1,1,,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,39,,,,,,,,1,,,,,,,,,,,,,,,,,,
2017,discards,all,all,40,,,,,,1,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,41,,,,,,,1,,,,,,,,,,,,,,,,,,,
2017,discards,all,all,43,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018,landings,1,female,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,female,25,,,,,,,1,,,,,,,,,,,,,,,,,,,
2018,landings,1,female,27,,,2,2,3,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,female,29,,,3,9,9,3,1,,,,,,,,,,,,,,,,,,,
2018,landings,1,female,31,,,2,16,16,6,1,,1,,,,,,,,,,,,,,,,,
2018,landings,1,female,33,,,2,1,23,9,,,,,,,,,,,,,,,,,,,,
2018,landings,1,female,35,,,1,7,22,13,4,,1,,,,,,,,,,,,,,,,,
2018,landings,1,female,37,,,,3,15,13,7,2,2,,,,,,,,,,,,,,,,,
2018,landings,1,female,39,,,,,13,11,6,6,2,,,,,,,,,,,,,,,,,
2018,landings,1,female,41,,,,2,4,9,8,7,3,1,1,,,,,,,,,,,,,,,
2018,landings,1,female,43,,,,,2,3,9,12,3,,2,,,,,,,,,,,,,,,
2018,landings,1,female,45,,,,,3,2,6,8,4,1,2,,,,,,,,,,,,,,,
2018,landings,1,female,47,,,,,,2,3,2,6,1,2,2,,,,,,,,,,,,,,
2018,landings,1,female,49,,,,,,,2,2,3,5,,2,,,,,,,,,,,,,,
2018,landings,1,female,51,,,,,,,1,4,4,3,,,,,,,,,,,,,,,,
2018,landings,1,female,53,,,,,,1,3,1,1,2,1,1,,1,,,,,,,,,,,,
2018,landings,1,female,55,,,,,,,1,,,,1,,,,2,,,,,,,,,,,
2018,landings,1,female,57,,,,,,,,,,,,,,1,,,,,,,,,,,,
2018,landings,1,female,59,,,,,,,,,,,,1,,,,,,,,,,,,,,
2018,landings,1,female,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,female,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,female,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,25,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,27,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,29,,,4,6,2,1,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,31,,,3,7,5,1,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,33,,,1,2,5,1,1,,,1,,,,,,,,,,,,,,,,
2018,landings,1,male,35,,,,2,4,3,,,,,,1,,,,,,,,,,,,,,
2018,landings,1,male,37,,,,,3,2,1,1,,,,,,,,,,,,,,,,,,
2018,landings,1,male,39,,,,,3,1,,,2,,,,,,,,,,,,,,,,,
2018,landings,1,male,41,,,,,,1,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,43,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,45,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,47,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,49,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,55,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,1,male,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,25,,,2,1,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,27,,3,4,3,5,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,29,,,4,7,14,3,,1,1,,,,,,,,,,,,,,,,,
2018,landings,2,female,31,,,4,18,13,6,,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,33,,,2,5,26,15,2,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,35,,1,2,5,22,11,3,,1,,,,,,,,,,,,,,,,,
2018,landings,2,female,37,,,,3,15,16,6,1,,,,,,,,,,,,,,,,,,
2018,landings,2,female,39,,,,2,8,14,7,4,2,1,,,,,,,,,,,,,,,,
2018,landings,2,female,41,,,,,7,2,7,8,1,1,,,,,,,,,,,,,,,,
2018,landings,2,female,43,,,,,1,3,1,7,2,,,,,,,,,,,,,,,,,
2018,landings,2,female,45,,,,,2,,2,4,3,,,,,,,,,,,,,,,,,
2018,landings,2,female,47,,,,,,3,3,2,2,,,,,,,,,,,,,,,,,
2018,landings,2,female,49,,,,,1,,1,4,6,1,3,1,,,,,,,,,,,,,,
2018,landings,2,female,51,,,,,,,3,2,2,,1,1,1,,2,,,,,,,,,,,
2018,landings,2,female,53,,,,,,,2,1,,,,,1,,,,,,,,,,,,,
2018,landings,2,female,55,,,,,,,,2,,,,,1,,,,,,,,,,,,,
2018,landings,2,female,57,,,,,,,,,1,,,,,1,1,,,,,,,,,,,
2018,landings,2,female,59,,,,,,,,,,1,,,,,,,,,,,,,,,,
2018,landings,2,female,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,female,65,,,,,,,,,,,1,,,,,,,,,,,,,,,
2018,landings,2,male,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,25,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,27,,,1,5,2,1,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,29,,,1,5,6,3,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,31,,1,,5,1,6,1,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,33,,,1,3,7,5,4,5,,1,,,,,,,,,,,,,,,,
2018,landings,2,male,35,,,,2,4,3,5,2,1,,,,,,,,,,,,,,,,,
2018,landings,2,male,37,,,,,,5,2,3,1,,,,,,,,,,,,,,,,,
2018,landings,2,male,39,,,,,1,,1,2,,,,,,,,,,,,,,,,,,
2018,landings,2,male,41,,,,,,1,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,43,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,45,,,,,,1,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,47,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,49,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,55,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,2,male,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,25,,,3,2,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,27,,1,6,3,1,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,29,,1,9,8,3,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,31,,,1,9,11,1,1,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,33,,,1,3,11,9,1,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,35,,,1,4,9,6,3,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,37,,,,2,7,9,3,1,1,,,,,,,,,,,,,,,,,
2018,landings,3,female,39,,,,1,5,9,4,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,41,,,,,2,5,6,2,,1,,,,,,,,,,,,,,,,
2018,landings,3,female,43,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,
2018,landings,3,female,45,,,,,,1,2,3,1,2,,,,,,,,,,,,,,,,
2018,landings,3,female,47,,,,,1,,3,1,,1,1,,,,,,,,,,,,,,,
2018,landings,3,female,49,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,
2018,landings,3,female,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,53,,,,,,,,1,1,,,,,,,,,,,,,,,,,
2018,landings,3,female,55,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,female,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,23,,,2,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,25,,,1,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,27,,1,1,4,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,29,,2,1,2,1,,1,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,31,,,,2,8,4,,,,1,,,,,,,,,,,,,,,,
2018,landings,3,male,33,,,,1,7,3,1,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,35,,,,1,2,,1,1,,,,,,,,,,,,,,,,,,
2018,landings,3,male,37,,,,,1,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,39,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,41,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,43,,,,,1,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,45,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,47,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,49,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,55,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,3,male,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,25,,,2,1,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,27,,2,7,6,,,1,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,29,,,19,13,6,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,31,,4,13,16,9,1,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,33,,1,5,1,17,4,1,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,35,,,,12,2,1,2,2,,,,,,,,,,,,,,,,,,
2018,landings,4,female,37,,,1,11,17,9,5,4,,,,,,,,,,,,,,,,,,
2018,landings,4,female,39,,,,3,19,11,1,2,,,,,,,,,,,,,,,,,,
2018,landings,4,female,41,,,1,2,8,11,7,5,2,3,,1,1,,,,,,,,,,,,,
2018,landings,4,female,43,,,,2,7,9,4,6,4,2,,,,,,,,,,,,,,,,
2018,landings,4,female,45,,,,,2,7,9,11,6,,2,,,,,,,,,,,,,,,
2018,landings,4,female,47,,,,,1,5,6,7,3,2,1,,,,,,,,,,,,,,,
2018,landings,4,female,49,,,,,1,3,4,2,4,1,,,,,,,,,,,,,,,,
2018,landings,4,female,51,,,,,,1,2,4,2,2,,2,,,,,,,,,,,,,,
2018,landings,4,female,53,,,,,,,3,1,1,2,1,,1,1,1,,,,,,,,,,,
2018,landings,4,female,55,,,,,,,,,,1,,,1,,,,,,,,,,,,,
2018,landings,4,female,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,female,63,,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,landings,4,female,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,25,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,27,,2,7,3,2,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,29,,,1,4,2,,1,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,31,,,3,4,5,,1,1,,,,,,,,,,,,,,,,,,
2018,landings,4,male,33,,,1,7,5,6,1,1,2,,,,,,,,,,,,,,,,,
2018,landings,4,male,35,,,,1,2,1,2,3,3,,1,,,,,,,,,,,,,,,
2018,landings,4,male,37,,,,,1,,3,3,4,1,,,,,,,,,,,,,,,,
2018,landings,4,male,39,,,,,,1,3,,,1,,,,,,,,,,,,,,,,
2018,landings,4,male,41,,,,,,,,,,1,,,,,,,,,,,,,,,,
2018,landings,4,male,43,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018,landings,4,male,45,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,47,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,49,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,55,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,landings,4,male,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,female,21,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,female,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,female,25,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,female,27,,,6,11,3,,1,,,,2,,,,,,,,,,,,,,,
2019,landings,1,female,29,,,5,17,19,6,,,1,1,,,,,,,,,,,,,,,,
2019,landings,1,female,31,,1,5,21,16,11,,1,,,,,,,,,,,,,,,,,,
2019,landings,1,female,33,,,2,14,25,14,2,1,3,,,,,,,,,,,,,,,,,
2019,landings,1,female,35,,,1,7,12,23,2,3,1,,,,,,,,,,,,,,,,,
2019,landings,1,female,37,,,,,10,28,5,3,2,1,,,,,,,,,,,,,,,,
2019,landings,1,female,39,,,,5,3,22,13,4,3,1,,,,,,,,,,,,,,,,
2019,landings,1,female,41,,,,,3,11,9,5,7,3,2,1,,,,,,,,,,,,,,
2019,landings,1,female,43,,,,,1,9,6,8,8,2,,,1,,,,,,,,,,,,,
2019,landings,1,female,45,,,,,2,3,4,14,5,4,2,,,,,,,,,,,,,,,
2019,landings,1,female,47,,,,,,4,4,6,9,3,4,1,1,,,,,,,,,,,,,
2019,landings,1,female,49,,,,,3,,2,4,7,6,3,,,1,,,,,,,,,,,,
2019,landings,1,female,51,,,,,1,,1,4,4,6,,,,,,,,,,,,,,,,
2019,landings,1,female,53,,,,,,,,4,3,2,3,,,1,,,,,,,,,,,,
2019,landings,1,female,55,,,,,,,,,,2,2,1,,1,,,,,,,,,,,,
2019,landings,1,female,57,,,,,,,,,1,,,,1,1,,,,,,,,,,,,
2019,landings,1,female,59,,,,,,,,,1,,,,,,,,,,,,,,,,,
2019,landings,1,female,61,,,,,,,,,,,,1,,,,,,,,,,,,,,
2019,landings,1,female,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,female,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,female,67,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,male,21,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,male,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,male,25,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,male,27,,,,4,,,,,,,,,,,,,,,,,,,,,,
2019,landings,1,male,29,,,2,4,3,4,,2,,,,,,,,,,,,,,,,,,
2019,landings,1,male,31,,,2,4,6,4,,,,,,,,,,,,,,,,,,,,
2019,landings,1,male,33,,,,1,2,8,4,,,,,,,,,,,,,,,,,,,
2019,landings,1,male,35,,,,1,3,4,2,1,1,,,,,,,,,,,,,,,,,
